timestamp,experiment_name,dataset_name,test_env,input_shape,num_classes,num_environments,model_architecture,total_parameters,trainable_parameters,pretrained,dropout_rate,epochs,batch_size,learning_rate,weight_decay,final_train_acc,final_test_acc,best_test_acc,final_train_loss,final_test_loss,total_training_time,avg_epoch_time,device
20250531_092812,resnet_domain_experiment,ColoredMNIST,2,"(2, 28, 28)",2,3,Self-Attention ResNet18,11959926,11959926,False,0,300,128,0.1,0.0001,1.0,0.2928470406720096,0.3168473835340505,3.727813210921067e-05,6.935634310779676,6092.078545093536,20.30692848364512,auto
