timestamp,epoch,train_loss,train_accuracy,test_loss,test_accuracy,test_env_0_accuracy
20250531_092812,1,0.5211886719194918,0.8169584502967836,2.515128537605369,0.1049157845112073,0.1049157845112073
20250531_092812,2,0.44539618789335417,0.842436839736859,1.728384006870249,0.09857283675481078,0.09857283675481078
20250531_092812,3,0.44215624376398616,0.8460153856043885,1.5386239733200906,0.11284446920670295,0.11284446920670295
20250531_092812,4,0.44273391321220035,0.8478582295840744,1.6144145414477489,0.09857283675481078,0.09857283675481078
20250531_092812,5,0.4164432558368464,0.84764394540039,1.2736379969966867,0.09904427206102945,0.09904427206102945
20250531_092812,6,0.4012945307408526,0.8479439432575482,1.616820761414825,0.09857283675481078,0.09857283675481078
20250531_092812,7,0.40804769636177624,0.8484153684616539,1.7480655960697946,0.09865855226503235,0.09865855226503235
20250531_092812,8,0.38206287725864213,0.8476010885636531,1.5768948109423528,0.1093301332876184,0.1093301332876184
20250531_092812,9,0.3771679908281467,0.848029656931022,1.3142346814681924,0.10611580165430935,0.10611580165430935
20250531_092812,10,0.37587174142156143,0.8481367990228641,1.3211635318610186,0.09861569450992157,0.09861569450992157
20250531_092812,11,0.36360674310740226,0.8477510874922322,1.2933166443975896,0.1089444134916213,0.1089444134916213
20250531_092812,12,0.3627148004747479,0.8488010799922858,1.4385192772078383,0.10131573308190117,0.10131573308190117
20250531_092812,13,0.36029806065429104,0.8482653695330747,1.4958277699725875,0.10547293532764754,0.10547293532764754
20250531_092812,14,0.3585039729384777,0.8490796494310755,1.5440709415029308,0.10213003042900613,0.10213003042900613
20250531_092812,15,0.3567736951298401,0.8487367947371804,1.6259988292318877,0.10598722838897699,0.10598722838897699
20250531_092812,16,0.35479470346469044,0.8499582145841815,1.4029784143948165,0.10744439206274375,0.10744439206274375
20250531_092812,17,0.3540795368900716,0.8486510810637067,1.4581620178587449,0.10603008614408778,0.10603008614408778
20250531_092812,18,0.3502971574745543,0.8512010628495511,1.3412995599006694,0.1056015085929799,0.1056015085929799
20250531_092812,19,0.34837345363663846,0.8507082092270769,1.353474214428761,0.1275018214545922,0.1275018214545922
20250531_092812,20,0.34683054738520275,0.851243919686288,1.2578850326642312,0.12355890798439978,0.12355890798439978
20250531_092812,21,0.3426772165697455,0.8524867679516575,1.4747754608998533,0.1494449920713153,0.1494449920713153
20250531_092812,22,0.3409559477140995,0.8527010521353419,1.39894098206296,0.1056015085929799,0.1056015085929799
20250531_092812,23,0.3373189003008311,0.8550581781558703,1.6604186713369817,0.14755925084644067,0.14755925084644067
20250531_092812,24,0.3339738190336957,0.856258169584503,1.4616691623229148,0.16915955942227745,0.16915955942227745
20250531_092812,25,0.32888421986272426,0.8578224441253991,1.6004435058499946,0.17027386105515793,0.17027386105515793
20250531_092812,26,0.3247625626664344,0.8591724344826108,1.7092814009046293,0.1278875412505893,0.1278875412505893
20250531_092812,27,0.3211126299829431,0.8608224226969807,1.5903539266742643,0.1673166759525136,0.1673166759525136
20250531_092812,28,0.31999766040858024,0.8611009921357704,1.5501795062601893,0.19581708310118717,0.19581708310118717
20250531_092812,29,0.31286374365534286,0.8634366897379304,1.7880483025410137,0.17387391248446407,0.17387391248446407
20250531_092812,30,0.3098472649119591,0.8650652495339319,1.6809508220745566,0.14563065186645524,0.14563065186645524
20250531_092812,31,0.3026499270659978,0.8683009407075664,1.8036465723006452,0.15951656452235033,0.15951656452235033
20250531_092812,32,0.29899329268704344,0.8703794972893051,1.8568048066780216,0.15570222431749026,0.15570222431749026
20250531_092812,33,0.2922107322457058,0.8727151948914651,1.9962158392035896,0.1535164788068401,0.1535164788068401
20250531_092812,34,0.2861917983394503,0.8743866115242034,1.986328063766813,0.1652595037071958,0.1652595037071958
20250531_092812,35,0.2808776617945869,0.8767651659631003,1.7310406953259243,0.24471778168259548,0.24471778168259548
20250531_092812,36,0.27287608580511125,0.8814579895857887,1.7166118198405198,0.23267475249646424,0.23267475249646424
20250531_092812,37,0.2686209489128303,0.8825508389225791,2.0606604566991003,0.20696009942999186,0.20696009942999186
20250531_092812,38,0.2601091656528535,0.8857865300962136,1.8328926354809536,0.22723181759739425,0.22723181759739425
20250531_092812,39,0.25358036897384406,0.8898150727494804,2.2331003269862606,0.19817425963228047,0.19817425963228047
20250531_092812,40,0.2459901301342933,0.8933293333619046,1.6838640495727621,0.2911327304675781,0.2911327304675781
20250531_092812,41,0.2382942159644893,0.8960935993314334,2.183913454983404,0.24660352290747012,0.24660352290747012
20250531_092812,42,0.23301063828129587,0.8995435746887522,1.9784512650119803,0.28114687352676465,0.28114687352676465
20250531_092812,43,0.22131965747052204,0.9051363918829152,2.3534696766587553,0.22633180474006773,0.22633180474006773
20250531_092812,44,0.21658623798704538,0.9071720916279169,2.552745724636349,0.23563193759910855,0.23563193759910855
20250531_092812,45,0.2042683649380676,0.9115220605567103,2.3565076218276726,0.25123216045943514,0.25123216045943514
20250531_092812,46,0.19900835745158743,0.9152720337711874,2.3726477714184204,0.25346076372519605,0.25346076372519605
20250531_092812,47,0.19098895254845177,0.9194934321897701,2.56796867013629,0.256289375562508,0.256289375562508
20250531_092812,48,0.1848284402668802,0.9209291362204556,2.5857056229492352,0.30609008700124285,0.30609008700124285
20250531_092812,49,0.1769744605436677,0.9251933914757752,2.6675951715375557,0.2622894612780183,0.2622894612780183
20250531_092812,50,0.1736420595845401,0.9265433818329869,2.8856972136784123,0.24990357005100072,0.24990357005100072
20250531_092812,51,0.09271662473637875,0.9616859879572289,3.5691382937092597,0.2885184074058201,0.2885184074058201
20250531_092812,52,0.05351737562485569,0.9776930164784537,4.254686592706566,0.27724681781168303,0.27724681781168303
20250531_092812,53,0.03866792076822024,0.9834786894379326,4.598587171627524,0.28517550250717866,0.28517550250717866
20250531_092812,54,0.03010117086006807,0.9871858058156727,4.955813873009603,0.3087901255732225,0.3087901255732225
20250531_092812,55,0.02478524532532981,0.9892643623974114,5.391313935889572,0.28684695495649937,0.28684695495649937
20250531_092812,56,0.021553234122451803,0.9909786358668866,5.542904072120542,0.29014700210003,0.29014700210003
20250531_092812,57,0.017876368267919687,0.991771487346519,5.714734705419488,0.3078043972056744,0.3078043972056744
20250531_092812,58,0.015065236405318073,0.9935071892343627,5.970521569903431,0.2918613123044615,0.2918613123044615
20250531_092812,59,0.014173641923021098,0.9940000428568367,6.012094351763282,0.29537564822354606,0.29537564822354606
20250531_092812,60,0.011972039220396613,0.9948143227548375,6.2225393441205465,0.2916041657737968,0.2916041657737968
