timestamp,experiment_name,dataset_name,test_env,input_shape,num_classes,num_environments,model_architecture,total_parameters,trainable_parameters,pretrained,dropout_rate,epochs,batch_size,learning_rate,weight_decay,final_train_acc,final_test_acc,best_test_acc,final_train_loss,final_test_loss,total_training_time,avg_epoch_time,device
20250530_230519,resnet_domain_experiment,ColoredMNIST,0,"(2, 28, 28)",2,3,RESNET34,21282562,21282562,False,0.4,2,128,0.1,0.0001,0.5524364633780483,0.7490785977543499,0.7490785977543499,0.9863472939189014,1.700184175388409,52.21460008621216,26.10730004310608,auto
