timestamp,epoch,train_loss,train_accuracy,test_loss,test_accuracy,test_env_0_accuracy
20250608_084429,1,0.9459979043957966,0.5960743137549017,0.7027306514359563,0.5058072258175117,0.5058072258175117
20250608_084429,2,1.0229041391545957,0.5071463775258748,1.0973428129498424,0.5450649294989929,0.5450649294989929
20250608_084429,3,0.9678004155230653,0.5171963057406733,0.7103043478694769,0.5543222046029229,0.5543222046029229
20250608_084429,4,0.7685444360710884,0.6140313283476546,0.7086837298231699,0.6261518021686024,0.6261518021686024
20250608_084429,5,0.6239988427670276,0.6844022542696123,0.5864257623589104,0.7212103030043286,0.7212103030043286
20250608_084429,6,0.5962547983953862,0.7178520153427476,0.5984775055953062,0.711653023614623,0.711653023614623
20250608_084429,7,0.5880014634197527,0.7245162534553324,0.5820439765687848,0.7287532679038272,0.7287532679038272
20250608_084429,8,0.5823454500221815,0.731309062078128,0.5832163137816341,0.735053357905113,0.735053357905113
20250608_084429,9,0.5788721476421982,0.734373325904815,0.5799973633119969,0.7299532850469292,0.7299532850469292
20250608_084429,10,0.5781532365604828,0.731651916772023,0.59374283636854,0.7537393391334162,0.7537393391334162
20250608_084429,11,0.46037311216846843,0.8011871343776116,0.48249276707081196,0.7731967599537136,0.7731967599537136
20250608_084429,12,0.32322442376874183,0.8802794265755245,0.778875389711453,0.4838211974456778,0.4838211974456778
20250608_084429,13,0.3357772835698284,0.8733794758608867,0.5815898082295402,0.7746967813825911,0.7746967813825911
20250608_084429,14,0.30035589993651446,0.8936507596374311,0.500755144272997,0.770496721381734,0.770496721381734
20250608_084429,15,0.2993363855722172,0.8940150427496947,1.0361530513711315,0.45699224274632494,0.45699224274632494
20250608_084429,16,0.3129376478371073,0.8885507960657424,0.7202802375366127,0.6870526721810312,0.6870526721810312
20250608_084429,17,0.29747103985215795,0.8952578910150641,0.4908944114309842,0.7734110487292676,0.7734110487292676
20250608_084429,18,0.30566328698820106,0.8901793558617438,0.6432586395349659,0.7490678438263404,0.7490678438263404
20250608_084429,19,0.3004697634955573,0.8926221955557461,0.5238309587285819,0.7619251703595765,0.7619251703595765
20250608_084429,20,0.29370223441736293,0.8960078856579596,0.6248573038747401,0.7441820597437107,0.7441820597437107
20250608_084429,21,0.2914442449319558,0.8952364625966958,0.714757221644042,0.5065358076543951,0.5065358076543951
20250608_084429,22,0.29104780483115567,0.8966293097906444,0.5829801406365275,0.7464535207645824,0.7464535207645824
20250608_084429,23,0.2976242386903919,0.8935650459639574,0.6091782046797497,0.7341962028028972,0.7341962028028972
20250608_084429,24,0.2963129553149958,0.8942936121884844,0.510747642139268,0.7736681952599322,0.7736681952599322
20250608_084429,25,0.291074830896216,0.8955793172905908,0.4868555269280418,0.7692109887284104,0.7692109887284104
20250608_084429,26,0.2883609915203084,0.8966293097906444,0.630401625333588,0.741696309947285,0.741696309947285
20250608_084429,27,0.28804847781286863,0.8961150277498018,0.5390423435331042,0.7725538936270518,0.7725538936270518
20250608_084429,28,0.28770437107874397,0.8962650266783808,0.7241638156234241,0.72073886769811,0.72073886769811
20250608_084429,29,0.29330723557641597,0.8927507660659567,0.6464321789194326,0.7339390562722324,0.7339390562722324
20250608_084429,30,0.300566357015912,0.8895365033106907,0.5257405146875017,0.7507821540307719,0.7507821540307719
20250608_084429,31,0.28764961757620827,0.8962864550967493,0.6647512280875868,0.7393819911713024,0.7393819911713024
20250608_084429,32,0.2948898391319754,0.8923436261169563,0.6310970828832825,0.7361248017828826,0.7361248017828826
20250608_084429,33,0.29163310143465554,0.8956221741273277,0.7072434405811497,0.7331676166802383,0.7331676166802383
20250608_084429,34,0.29082641176512986,0.8948078942293269,0.66672058346493,0.7304247203531479,0.7304247203531479
20250608_084429,35,0.2909451113616834,0.8952150341783273,0.7468061274518081,0.7195817083101187,0.7195817083101187
20250608_084429,36,0.2889123593197494,0.8965435961171706,0.5843679830024803,0.7559679423991771,0.7559679423991771
20250608_084429,37,0.2996668343335553,0.8912722051985343,0.5709519845540406,0.7656109372991042,0.7656109372991042
20250608_084429,38,0.28703673660266593,0.8965864529539075,0.5794701504577053,0.7558393691338448,0.7558393691338448
20250608_084429,39,0.29546002868583293,0.891936486167956,0.9961295437291672,0.4767068100972871,0.4767068100972871
20250608_084429,40,0.2883216102755135,0.8965864529539075,0.6178257743843266,0.7395105644366348,0.7395105644366348
20250608_084429,41,0.2960733606027124,0.8922150556067456,0.5576505263646444,0.7679252560750868,0.7679252560750868
20250608_084429,42,0.2864716755114292,0.8966293097906444,0.5275743701418892,0.7657395105644367,0.7657395105644367
20250608_084429,43,0.28628020741737603,0.8961150277498018,0.5713417539831067,0.7427248960699439,0.7427248960699439
